,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
24470,304,24h,I AM GOING TO MY FRIEND BIRTHDAY PARTY CELEBRATION IN BEACH.ITS VERY NICE TIME THAT EVENT IS MEMORABLE MOMENT.,I AM GOING TO MY FRIEND BIRTHDAY PARTY CELEBRATION IN BEACH.ITS VERY NICE TIME THAT EVENT IS MEMORABLE MOMENT.,True,1,bonding,bonding,26677,beachits birthday celebrated event friend memorable moment nice party time
24471,304,3m,"My dad presented me a new smart phone surprisingly on my birthday i was so excited. I can't forget that day in my life , that was my first surprise given by my dad","My dad presented me a new smart phone surprisingly on my birthday i was so excited. I can't forget that day in my life , that was my first surprise given by my dad",True,2,affection,affection,31295,birthday dad dad day excited forget life phone smart surprise surprise
24472,304,3m,My happiest moment everyday my mom say bye to me when i get ready to go somewhere,My happiest moment everyday my mom say bye to me when i get ready to go somewhere,True,1,affection,affection,34275,bye everyday mom moment ready
24476,304,3m,"I felt happy when I ate food like pizza, burger and drinking jigarthanda as these foods are not all suitable for our health condition at all. But I like it very much because its taste good.","I felt happy when I ate food like pizza, burger and drinking jigarthanda as these foods are not all suitable for our health condition at all. But I like it very much because its taste good.",True,2,enjoy_the_moment,enjoy_the_moment,44689,ate burger condition drink food food health jigarthanda pizza suitable tasted
24481,304,3m,Laughing so hard when telling a story I can barely make it to the end.When Iave finished a really good book and I just put it down on my lap and stare into space for a couple minutes because I need to collect myself and return to reality.,Laughing so hard when telling a story I can barely make it to the end.When Iave finished a really good book and I just put it down on my lap and stare into space for a couple minutes because I need to collect myself and return to reality.,True,1,enjoy_the_moment,enjoy_the_moment,53140,barely book collect couple endwhen finished hard iave lap laugh minutes reality return space stare story telling
24483,304,3m,"When my sister's first child was born,and the nurse show him to me.I can't describe what i felt,but it was unforgettable.birth of my sister's first born and holding him for the first time.","When my sister's first child was born,and the nurse show him to me.I can't describe what i felt,but it was unforgettable.birth of my sister's first born and holding him for the first time.",True,1,affection,affection,67237,born bornand child describe feltbut hold mei nursing sister sister time unforgettablebirth
24488,304,3m,"WE ENJOYED TO GO MERRY GROUND,GIANT WHEELS,DORA DORA,COLUMBUS ETC.. ON GOING THESE MERRY GROUND WE WERE SHOUTING ALOUD AS MUCH AS POSSIBLE THAT MOMENT MADE ME VERY BLISSFUL.","WE ENJOYED TO GO MERRY GROUND,GIANT WHEELS,DORA DORA,COLUMBUS ETC.. ON GOING THESE MERRY GROUND WE WERE SHOUTING ALOUD AS MUCH AS POSSIBLE THAT MOMENT MADE ME VERY BLISSFUL.",True,1,enjoy_the_moment,enjoy_the_moment,72094,aloud blissful doracolumbus enjoyed ground groundgiant merry merry moment shouted wheelsdora
24492,304,3m,"On the Examination results released by the Government of Tamil Nadu Directorate of Government Examinations , I am eagerly awaiting to see the result of my brother. When the website was visible to saw the results, that time i felt very shivered and also excited. After knowing his marks, i am very happy to see the each subjects mark. 
","On the Examination results released by the Government of Tamil Nadu Directorate of Government Examinations , I am eagerly awaiting to see the result of my brother. When the website was visible to saw the results, that time i felt very shivered and also excited. After knowing his marks, i am very happy to see the each subjects mark. 
",True,3,achievement,achievement,75579,awaiting brother director eagerly examination examination excited government government knowing marks marks nadu released results results results shivered subject tamil time visible website
24493,304,3m,"I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.","I wished my brother on his birthday at 12:00am. Then i gave some surprises to him. I played some song and dedicated to my brother. On that time he felt so happy. On seeing his face on that time , that made me very happy.",True,5,affection,affection,76573,birthday brother brother dedicated played song surprise time time wished
24494,304,3m,"On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissfull. 

","On reaching my home on that day, My relatives talk to me and they blessed my brother. They were very proud of my brother. On that time, i felt so blissful. 

",False,3,affection,affection,77568,blessed blissful brother brother day home proud reached relatives talked time
24496,304,24h,"WHEN I GOT THE TICKET TI VISIT LIVE CRICKET MATCH AT BANGALORE. ON THAT TIME,I MET CHEER GIRLS AND I ENJOYED THEIR DANCE. I HAD A FUN A LOT ON THAT DAY.","WHEN I GOT THE TICKET TI VISIT LIVE CRICKET MATCH AT BANGALORE. ON THAT TIME,I MET CHEER GIRLS AND I ENJOYED THEIR DANCE. I HAD A FUN A LOT ON THAT DAY.",True,3,enjoy_the_moment,enjoy_the_moment,91320,bangalore cheer cricket dance day enjoyed fun girl live match met ti tickets timei visit
24502,304,24h,my happiest moment everyday my mom say bye to me when i get ready to go somewhere,my happiest moment everyday my mom say bye to me when i get ready to go somewhere,True,1,affection,affection,99720,bye everyday mom moment ready
24894,85,24h,"When I am lying down on the sofa, my mother tickle me, I was laughing.","When I am lying down on the sofa, my mother tickle me, I was laughing.",True,1,affection,affection,6479,laugh lying mother sofa tickle
24908,85,24h,"Recently My sister came to India to Visit us. But For a quite while even before she visiting us, she has been suffering.","Recently My sister came to India to Visit us. But For a quite while even before she visiting us, she has been suffering.",True,2,affection,affection,18358,india recently sister suffering visit visit
24914,85,24h,Every moment of my life is happy Because I leave the life in present but happiest moment when achive in life some new.,Every moment of my life is happy Because I leave the life in present but happiest moment when achieve in life some new.,False,1,enjoy_the_moment,enjoy_the_moment,23625,achieved leave life life life moment moment
24919,85,24h,"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!","My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",True,3,affection,affection,28253,birth day meet moment son unexplainable waiting
